City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,onega,63.9061,38.1404,261.45,88,73,5.42,RU,1706982238
364,lepsy,46.235,78.9456,264.51,90,100,3.65,KZ,1706982238
365,fortaleza,-3.7227,-38.5247,305.97,74,20,7.72,BR,1706982238
366,juan griego,11.0817,-63.9655,305.22,51,37,5.14,VE,1706982238
367,holualoa,19.6228,-155.9522,292.06,89,0,14.92,US,1706982093
368,baiti,13.745,-14.7482,309.94,8,22,4.29,SN,1706982239
369,xining,36.6167,101.7667,261.56,88,99,1.78,CN,1706982239
370,igarka,67.4667,86.5833,261.06,96,100,4.17,RU,1706982239
371,maua,-23.6678,-46.4614,299.31,69,100,0.91,BR,1706982239
372,rongelap,11.1635,166.8941,299.61,81,32,9.31,MH,1706982128
373,nguigmi,14.2495,13.1092,295.35,19,2,5.75,NE,1706982239
374,ghadamis,30.1337,9.5007,288.15,45,69,4.23,LY,1706982239
375,northam,51.0333,-4.2167,284.48,99,99,7.22,GB,1706982239
376,tashtagol,52.7657,87.8894,255.27,100,96,1.5,RU,1706982239
377,almeria,37.1667,-2.3333,286.17,69,0,2.1,ES,1706982239
378,coron,11.9986,120.2043,298.21,79,4,3.12,PH,1706982152
379,san julian,21.0167,-102.1667,291.66,25,0,8.05,MX,1706982141
380,laurentides,46.4334,-74.9826,268.55,73,93,0.41,CA,1706982240
381,ayr,55.4627,-4.6339,281.21,87,75,5.66,GB,1706982240
382,portoferraio,42.8115,10.3146,287.64,93,18,4.63,IT,1706982240
383,vinchia,22.2,71.3667,297.54,39,0,3.32,IN,1706982240
384,kashary,49.04,41.0056,272.26,92,100,7.69,RU,1706982240
385,vernon,50.2581,-119.2691,277.49,96,100,0.51,CA,1706982014
386,piti village,13.4626,144.6933,298.64,89,75,8.75,GU,1706982014
387,westport,41.1415,-73.3579,278.4,52,0,5.66,US,1706982147
388,la'ie,21.6477,-157.9253,294.51,58,9,4.02,US,1706982240
389,punta del este,-34.9667,-54.95,303.21,81,75,5.14,UY,1706982061
390,kalabo,-14.97,22.6814,295.01,81,91,2.56,ZM,1706982241
391,shchyolkino,45.4291,35.8223,278.46,70,100,9.86,UA,1706982241
392,alcacer do sal,38.3733,-8.5144,288.88,69,3,1.36,PT,1706982241
393,misliyah,17.4599,42.5572,297.52,61,28,3.84,SA,1706982241
394,'ain benian,36.8028,2.9219,287.18,75,2,4.61,DZ,1706982241
395,vassouras,-22.4039,-43.6625,301.1,71,100,2.29,BR,1706982241
396,mugia,43.1041,-9.2179,286.64,82,19,1.5,ES,1706982241
397,vetralla,42.3098,12.0784,283.81,76,0,2.06,IT,1706982241
398,colchani,-20.3,-66.9333,292.39,18,0,6.81,BO,1706982241
399,natal,-5.795,-35.2094,304.51,66,40,7.2,BR,1706982220
400,buurhakaba,2.8026,44.0781,300.51,62,61,9.08,SO,1706982242
401,dhuusamarreeb,5.535,46.3861,301.68,38,77,7.36,SO,1706982057
402,muisne,0.6,-80.0333,301.05,75,77,3.69,EC,1706982242
403,lindisfarne,-42.8333,147.35,289.26,83,75,3.6,AU,1706982242
404,leticia,-4.2153,-69.9406,303.18,79,40,3.09,CO,1706982242
405,verkhovazh'ye,60.7472,42.0465,258.79,100,84,2.08,RU,1706982242
406,savanna-la-mar,18.219,-78.1332,302.0,53,26,4.12,JM,1706982243
407,roma,43.2128,-75.4557,275.78,65,0,2.57,US,1706982058
408,selfoss,63.9331,-20.9971,269.84,66,100,9.98,IS,1706982243
409,eyl,7.9803,49.8164,298.17,85,88,8.47,SO,1706982243
410,lewistown,40.5992,-77.5714,281.02,73,0,2.57,US,1706982243
411,mil'kovo,55.6078,37.7956,271.37,89,100,3.68,RU,1706982243
412,tarija,-21.5355,-64.7296,302.1,34,0,0.0,BO,1706982243
413,floro,61.5996,5.0328,277.13,65,40,15.43,NO,1706982244
414,suntar,62.1444,117.6319,248.68,93,99,2.18,RU,1706982244
415,mokhsogollokh,61.4681,128.9203,236.61,100,24,1.53,RU,1706982244
416,bereznik,62.8551,42.7072,256.84,100,91,2.13,RU,1706982244
417,taksimo,56.3444,114.8794,247.11,94,70,1.75,RU,1706982244
418,zywiec,49.6853,19.1924,279.81,100,100,3.51,PL,1706982244
419,da lat,11.9465,108.4419,287.38,76,62,0.6,VN,1706982244
420,guaraniacu,-25.1008,-52.8781,303.02,37,20,1.49,BR,1706982245
421,palangkaraya,-2.2,113.8333,296.58,99,97,0.27,ID,1706982245
422,tobol'sk,58.2,68.2667,254.6,99,57,2.68,RU,1706982245
423,shaowu,27.3409,117.4831,282.11,95,100,0.73,CN,1706982245
424,lakeview,42.432,-75.8655,273.87,81,27,2.24,US,1706982245
425,fale old settlement,-9.3852,-171.2468,301.99,78,100,8.72,TK,1706982245
426,suwayr,30.1171,40.3893,284.67,48,28,1.61,SA,1706982245
427,sumenep,-7.0167,113.8667,298.32,92,100,2.58,ID,1706982246
428,qarazhal,48.0078,70.7903,264.02,85,100,6.4,KZ,1706982246
429,terenozek,45.05,64.9833,268.53,91,100,2.1,KZ,1706982246
430,tubarjal,30.4999,38.216,284.97,51,13,2.94,SA,1706982246
431,mossel bay,-34.1831,22.146,295.11,85,100,3.19,ZA,1706982246
432,menaka,15.9182,2.4022,298.11,10,65,4.84,ML,1706982246
433,saint-francois,46.4154,3.9054,278.84,94,100,1.03,FR,1706982022
434,sinjar,36.3209,41.8754,280.46,50,12,1.24,IQ,1706982246
435,guarapari,-20.6667,-40.4975,301.98,69,86,2.48,BR,1706982247
436,green river,41.5286,-109.4662,274.81,82,100,10.74,US,1706982247
437,murzuq,25.9155,13.9184,285.44,28,0,3.15,LY,1706982010
438,alaghsas,17.0187,8.0168,295.09,13,0,9.26,NE,1706982069
439,al kharijah,25.4514,30.5464,285.52,31,0,3.49,EG,1706982247
440,onokhoy,51.932,108.0747,245.01,99,57,1.34,RU,1706982247
441,kirkland lake,48.1446,-80.0377,273.31,47,36,3.09,CA,1706982247
442,nova sintra,14.8667,-24.7167,294.43,68,67,5.62,CV,1706982247
443,kargasok,59.0556,80.8572,257.57,98,90,3.13,RU,1706982057
444,mehndawal,26.9753,83.1117,288.47,40,40,4.18,IN,1706982248
445,romanovo,52.6182,81.2271,266.5,86,100,7.38,RU,1706982248
446,port augusta,-32.5,137.7667,298.02,45,75,2.5,AU,1706982248
447,ponta delgada,37.7333,-25.6667,291.59,72,20,5.14,PT,1706982248
448,leon,21.1167,-101.6667,288.18,25,0,8.38,MX,1706982248
449,atar,20.5169,-13.0499,300.34,7,0,6.0,MR,1706982226
450,oleksandrivka,48.9634,32.2349,277.17,94,100,7.89,UA,1706982248
451,carnarvon,-24.8667,113.6333,296.29,86,3,11.09,AU,1706982248
452,portland,45.5234,-122.6762,282.1,88,40,1.54,US,1706981967
453,hankasalmi,62.3833,26.4333,272.32,89,41,2.81,FI,1706982249
454,jutai,-5.1833,-68.9,303.58,73,98,0.72,BR,1706982249
455,mirnyy,62.5353,113.9611,245.5,68,75,0.89,RU,1706982249
456,loango,-4.6719,11.8312,300.0,81,94,4.37,CG,1706982249
457,embi,48.8264,58.1442,270.32,95,100,7.36,KZ,1706982249
458,'ain el hadjar,34.7585,0.1453,286.78,51,0,2.33,DZ,1706982249
459,cockburn town,21.4612,-71.1419,296.15,63,0,2.84,TC,1706982249
460,michigan city,41.7075,-86.895,274.44,93,100,2.06,US,1706982095
461,shengli,37.4564,118.4856,270.23,62,68,3.3,CN,1706982250
462,leeton,-34.5667,146.4,295.42,23,100,1.93,AU,1706982250
463,sarov,54.9358,43.3235,262.01,99,99,2.32,RU,1706982250
464,kolonia,50.9333,6.95,284.16,89,75,8.23,DE,1706982077
465,peterhead,57.5058,-1.7981,280.37,80,93,12.68,GB,1706982250
466,whangarei,-35.7317,174.3239,285.39,78,4,1.27,NZ,1706981747
467,rauco,-34.9267,-71.3187,301.38,39,0,4.12,CL,1706982251
468,camenca,48.0319,28.6978,279.7,85,100,8.64,MD,1706982251
469,port saint john's,-31.6229,29.5448,298.15,89,97,1.38,ZA,1706982251
470,oltinko'l,40.8011,72.1634,275.14,50,100,1.02,UZ,1706982251
471,vila franca do campo,37.7167,-25.4333,291.42,99,19,3.91,PT,1706982251
472,nako,31.8814,78.627,266.27,95,98,3.99,IN,1706982251
473,meadow lake,34.8014,-106.5436,281.1,39,33,11.73,US,1706982051
474,tetyushi,54.9382,48.8366,266.74,93,96,5.18,RU,1706982252
475,choibalsan,48.0667,114.5,248.86,90,2,2.34,MN,1706982252
476,sao joao da barra,-21.6403,-41.0511,306.2,65,86,4.4,BR,1706982252
477,gdov,58.7406,27.8122,273.78,94,100,5.56,RU,1706982252
478,kapuskasing,49.4169,-82.4331,273.2,69,20,4.12,CA,1706982252
479,sao felix do xingu,-6.6447,-51.995,303.2,59,76,2.06,BR,1706982048
480,xiva,41.3783,60.3639,272.14,54,63,0.81,UZ,1706982252
481,nyurba,63.2842,118.3319,250.94,90,100,2.63,RU,1706982252
482,grovetown,33.4504,-82.1982,287.89,46,0,4.12,US,1706982253
483,hopelchen,19.7667,-89.85,305.16,38,3,2.72,MX,1706982253
484,eraan,9.0629,117.7016,300.12,75,11,2.55,PH,1706982253
485,galliano,29.4422,-90.2992,289.15,90,100,7.94,US,1706982253
486,mendota,36.7536,-120.3816,283.86,64,93,2.03,US,1706982253
487,singaraja,-8.112,115.0882,300.63,77,100,3.56,ID,1706982253
488,el granada,37.5027,-122.4694,284.09,90,75,1.54,US,1706982253
489,campbell river,50.0163,-125.2446,278.96,93,40,3.09,CA,1706982253
490,fisterra,42.9049,-9.2629,286.91,79,22,2.09,ES,1706982253
491,qui nhon,13.7667,109.2333,294.9,91,54,2.03,VN,1706982122
492,kirillov,59.863,38.3813,262.58,92,100,3.4,RU,1706982254
493,dubbo,-32.25,148.6167,298.22,57,76,5.14,AU,1706981833
494,kayangel,8.0823,134.7173,300.76,77,7,10.83,PW,1706982254
495,kununurra,-15.7667,128.7333,301.14,94,20,4.12,AU,1706982254
496,ursulo galvan,22.7333,-98.3,306.21,27,0,12.08,MX,1706982254
497,lodwar,3.1191,35.5973,306.0,35,22,4.65,KE,1706982254
498,chulakkurgan,43.765,69.1814,268.95,67,100,3.27,KZ,1706982254
499,cururupu,-1.8283,-44.8683,305.01,49,67,3.32,BR,1706982255
500,arar,30.9753,41.0381,286.16,50,75,3.09,SA,1706982255
501,codrington,-38.2667,141.9667,287.16,92,14,1.97,AU,1706982255
502,port macquarie,-31.4333,152.9167,294.76,90,38,4.4,AU,1706982255
503,queenstown,-31.8976,26.8753,296.2,60,94,1.6,ZA,1706982255
504,mauganj,24.6833,81.8833,290.83,34,35,1.35,IN,1706982255
505,mahibadhoo,3.7833,72.9667,301.0,80,58,4.41,MV,1706982256
506,coaticook,45.1334,-71.7991,269.53,80,65,2.58,CA,1706982226
507,brookings,44.3114,-96.7984,274.15,100,100,6.69,US,1706982063
508,port blair,11.6667,92.75,298.17,88,9,0.0,IN,1706982076
509,chardara,41.2547,67.9692,276.91,47,100,3.76,KZ,1706982256
510,vanimo,-2.6741,141.3028,298.42,91,90,2.62,PG,1706982256
511,sihanoukville,10.6093,103.5296,298.12,94,20,1.54,KH,1706982256
512,lib,8.3122,167.3766,300.35,82,100,11.03,MH,1706982256
513,nosy varika,-20.5833,48.5333,297.39,83,83,1.98,MG,1706982256
514,san fernando de apure,7.8878,-67.4724,311.87,28,77,1.58,VE,1706982257
515,magalia,39.8121,-121.5783,279.88,77,72,1.79,US,1706982257
516,hobyo,5.3505,48.5268,299.27,82,31,6.68,SO,1706982029
517,quelimane,-17.8786,36.8883,297.18,89,42,1.8,MZ,1706982257
518,xai-xai,-25.0519,33.6442,296.4,79,14,2.27,MZ,1706982257
519,baruun-urt,46.6806,113.2792,248.82,93,7,4.21,MN,1706982257
520,port alberni,49.2413,-124.8028,279.06,94,31,0.89,CA,1706982257
521,labuan,5.2767,115.2417,299.35,94,20,0.0,MY,1706982258
522,los llanos de aridane,28.6585,-17.9182,293.22,66,20,1.03,ES,1706982258
523,bafq,31.6128,55.4107,280.53,27,0,2.54,IR,1706982258
524,auki,-8.7676,160.7034,299.33,90,100,2.53,SB,1706982258
525,road town,18.4167,-64.6167,301.17,61,20,2.57,VG,1706982033
526,jingmen,31.0336,112.2047,270.93,96,100,5.36,CN,1706982258
527,fort st. john,56.2499,-120.8529,263.09,79,20,2.57,CA,1706982037
528,pokrovsk,48.282,37.1758,273.47,97,100,9.21,UA,1706982258
529,chegdomyn,51.1167,133.0167,241.67,100,83,0.77,RU,1706982259
530,st. john's,47.5649,-52.7093,271.86,87,100,8.05,CA,1706982258
531,neka,36.6508,53.299,277.88,93,0,1.03,IR,1706982259
532,jianguang,28.1938,115.7836,276.77,91,100,3.2,CN,1706982259
533,hirara,24.8,125.2833,293.3,100,5,1.03,JP,1706982259
534,novo aripuana,-5.1206,-60.3797,304.38,66,80,1.49,BR,1706982259
535,q'vareli,41.9549,45.8172,276.37,72,45,1.69,GE,1706982259
536,bengkulu,-3.8004,102.2655,297.52,90,100,2.59,ID,1706982259
537,ad dabbah,18.05,30.95,290.99,19,48,5.17,SD,1706982011
538,kirakira,-10.4544,161.9205,300.14,82,98,4.24,SB,1706982260
539,ta`u,-14.2336,-169.5144,301.11,82,100,6.79,AS,1706982260
540,kabare,-2.4683,28.8242,291.34,91,64,0.65,CD,1706982260
541,chernomorskoye,45.5039,32.6997,279.38,76,100,11.07,UA,1706982260
542,selebi-phikwe,-21.979,27.8498,298.03,40,2,2.76,BW,1706982260
543,cabras,39.93,8.5314,283.83,87,0,0.91,IT,1706982260
544,gaspe,48.8334,-64.4819,266.27,58,20,4.12,CA,1706982260
545,robertsport,6.7533,-11.3686,301.52,78,34,6.15,LR,1706982261
546,saurimo,-9.6608,20.3916,293.59,86,97,1.52,AO,1706982261
547,jayapura,-2.5333,140.7,296.81,91,94,2.29,ID,1706982044
548,bataipora,-22.2953,-53.2711,307.11,34,41,3.08,BR,1706982261
549,chimoio,-19.1164,33.4833,291.93,91,17,1.01,MZ,1706982261
550,tsiombe,-25.3,45.4833,297.14,76,34,6.91,MG,1706982261
551,zakynthos,37.7914,20.8953,284.06,82,20,0.0,GR,1706982261
552,bhimunipatnam,17.8833,83.4333,296.88,83,17,0.58,IN,1706982261
553,tocopilla,-22.092,-70.1979,297.38,68,12,1.61,CL,1706982261
554,saudarkrokur,65.7461,-19.6394,266.97,74,37,6.97,IS,1706982262
555,bangassou,4.7413,22.8184,299.92,31,69,0.39,CF,1706982262
556,vrangel',42.7297,133.0839,262.22,65,0,4.24,RU,1706982262
557,geraldton,-28.7667,114.6,294.38,73,100,11.83,AU,1706982262
558,evanston,42.0411,-87.6901,280.05,75,20,4.63,US,1706982262
559,zadawa,11.4496,10.3672,297.61,16,1,4.68,NG,1706982262
560,sinhyeon,34.8825,128.6267,277.09,87,100,3.8,KR,1706982262
561,buchanan,5.8808,-10.0467,301.93,75,99,4.33,LR,1706982262
562,hadibu,12.65,54.0333,298.07,76,82,3.24,YE,1706982013
563,rahimah,26.7079,50.0619,287.27,49,9,7.21,SA,1706982263
564,pandan,14.0453,124.1694,298.62,80,18,5.06,PH,1706982031
565,quellon,-43.1167,-73.6167,288.54,53,50,3.42,CL,1706982263
566,imphal,24.8167,93.95,280.69,68,0,1.13,IN,1706982263
567,barra de santo antonio,-9.4047,-35.5072,305.75,66,65,4.6,BR,1706982070
568,quibor,9.9287,-69.6201,299.69,51,86,1.83,VE,1706982263
569,mellouleche,35.1662,11.035,286.95,69,1,3.74,TN,1706982263
570,monrovia,6.3005,-10.7969,301.74,75,98,5.04,LR,1706982183
